Date,Country,Status,AQI Value
2022-07-30,Turkmenistan,Moderate,53
2022-07-30,Uganda,Unhealthy for Sensitive Groups,132
2022-07-30,Ukraine,Moderate,55
2022-07-30,United Arab Emirates,Unhealthy for Sensitive Groups,111
2022-07-30,United Kingdom of Great Britain and Northern Ireland,Good,42
2022-07-30,United States of America,Moderate,70
2022-07-30,Uzbekistan,Good,26
2022-07-30,Vatican,Good,42
2022-07-30,Venezuela,Good,13
2022-07-30,Vietnam,Moderate,75
2022-07-30,Zambia,Moderate,80
2022-07-31,Albania,Good,17
2022-07-31,Algeria,Moderate,65
2022-07-31,Andorra,Good,23
2022-07-31,Angola,Unhealthy,169
2022-07-31,Argentina,Good,18
2022-07-31,Armenia,Good,38
2022-07-31,Australia,Good,41
2022-07-31,Austria,Good,32
2022-07-31,Azerbaijan,Good,30
2022-07-31,Bahrain,Unhealthy for Sensitive Groups,132
2022-07-31,Bangladesh,Unhealthy for Sensitive Groups,141
2022-07-31,Belarus,Good,38
2022-07-31,Belgium,Good,19
2022-07-31,Belize,Good,25
2022-07-31,Bermuda,Good,16
2022-07-31,Bolivia,Moderate,78
2022-07-31,Bosnia and Herzegovina,Moderate,54
2022-07-31,Brazil,Moderate,73
2022-07-31,Brunei,Good,10
2022-07-31,Bulgaria,Good,31
2022-07-31,Burkina Faso,Unhealthy for Sensitive Groups,147
2022-07-31,Cambodia,Good,15
2022-07-31,Canada,Moderate,60
2022-07-31,Cape Verde,Good,31
2022-07-31,Cayman Islands,Good,5
2022-07-31,Central African Republic,Unhealthy,157
2022-07-31,Chad,Unhealthy for Sensitive Groups,104
2022-07-31,Chile,Unhealthy for Sensitive Groups,117
2022-07-31,China,Unhealthy,151
2022-07-31,Colombia,Moderate,56
2022-07-31,Costa Rica,Good,10
2022-07-31,Croatia,Good,26
2022-07-31,Cyprus,Moderate,83
2022-07-31,Czech Republic,Moderate,60
2022-07-31,Denmark,Good,13
2022-07-31,Dominican Republic,Good,44
2022-07-31,Ecuador,Moderate,52
2022-07-31,Egypt,Moderate,86
2022-07-31,El Salvador,Moderate,84
2022-07-31,Estonia,Good,18
2022-07-31,Ethiopia,Unhealthy,174
2022-07-31,Finland,Good,23
2022-07-31,France,Good,50
2022-07-31,French Guiana,Good,11
2022-07-31,Gabon,Unhealthy,192
2022-07-31,Gambia,Moderate,62
2022-07-31,Georgia,Moderate,56
2022-07-31,Germany,Moderate,56
2022-07-31,Ghana,Moderate,52
2022-07-31,Gibraltar,Good,38
2022-07-31,Greece,Moderate,53
2022-07-31,Grenada,Good,23
2022-07-31,Guadeloupe,Moderate,58
2022-07-31,Guam,Good,1
2022-07-31,Guatemala,Good,20
2022-07-31,Honduras,Good,8
2022-07-31,Hong Kong,Good,41
2022-07-31,Hungary,Good,40
2022-07-31,Iceland,Good,11
2022-07-31,India,Unhealthy,160
2022-07-31,Indonesia,Moderate,93
2022-07-31,Iran,Very Unhealthy,260
2022-07-31,Iraq,Unhealthy,200
2022-07-31,Ireland,Good,13
2022-07-31,Israel,Moderate,92
2022-07-31,Italy,Moderate,72
2022-07-31,Ivory Coast,Good,50
2022-07-31,Japan,Moderate,61
2022-07-31,Jersey,Good,22
2022-07-31,Jordan,Good,28
2022-07-31,Kazakhstan,Moderate,91
2022-07-31,Kenya,Moderate,57
2022-07-31,Kosovo,Good,32
2022-07-31,Kuwait,Moderate,89
2022-07-31,Kyrgyzstan,Good,37
2022-07-31,Laos,Good,34
2022-07-31,Latvia,Good,13
2022-07-31,Lebanon,Moderate,76
2022-07-31,Liberia,Good,44
2022-07-31,Liechtenstein,Good,22
2022-07-31,Lithuania,Good,35
2022-07-31,Luxembourg,Good,20
2022-07-31,Macao,Good,50
2022-07-31,Macedonia,Moderate,58
2022-07-31,Madagascar,Good,26
2022-07-31,Malaysia,Moderate,61
2022-07-31,Malta,Good,45
2022-07-31,Martinique,Moderate,70
2022-07-31,Mexico,Moderate,83
2022-07-31,Moldova,Good,26
2022-07-31,Monaco,Good,25
2022-07-31,Mongolia,Moderate,52
2022-07-31,Montenegro,Good,29
2022-07-31,Myanmar,Good,36
2022-07-31,Nepal,Good,36
2022-07-31,Netherlands,Good,43
2022-07-31,New Caledonia,Good,27
2022-07-31,New Zealand,Moderate,56
2022-07-31,Nigeria,Unhealthy for Sensitive Groups,105
2022-07-31,Norway,Good,34
2022-07-31,Pakistan,Moderate,91
2022-07-31,Palestinian Territory,Moderate,78
2022-07-31,Peru,Moderate,73
2022-07-31,Philippines,Moderate,83
2022-07-31,Poland,Good,44
2022-07-31,Portugal,Good,39
2022-07-31,Puerto Rico,Good,23
2022-07-31,Qatar,Unhealthy,183
2022-07-31,Reunion,Good,18
2022-07-31,Romania,Moderate,59
2022-07-31,Russia,Unhealthy for Sensitive Groups,111
2022-07-31,San Marino,Moderate,53
2022-07-31,Senegal,Good,33
2022-07-31,Serbia,Good,47
2022-07-31,Singapore,Good,40
2022-07-31,Slovakia,Good,38
2022-07-31,Slovenia,Good,31
2022-07-31,South Africa,Moderate,83
2022-07-31,South Korea,Moderate,56
2022-07-31,Spain,Moderate,97
2022-07-31,Sri Lanka,Good,17
2022-07-31,Sudan,Unhealthy for Sensitive Groups,142
2022-07-31,Sweden,Good,30
2022-07-31,Switzerland,Good,42
2022-07-31,Taiwan,Moderate,72
2022-07-31,Tajikistan,Moderate,62
2022-07-31,Thailand,Moderate,80
2022-07-31,Togo,Moderate,73
2022-07-31,Trinidad and Tobago,Good,33
2022-07-31,Turkey,Moderate,80
2022-07-31,Turkmenistan,Moderate,55
2022-07-31,Uganda,Unhealthy for Sensitive Groups,144
2022-07-31,Ukraine,Good,45
2022-07-31,United Arab Emirates,Unhealthy for Sensitive Groups,106
2022-07-31,United Kingdom of Great Britain and Northern Ireland,Good,35
2022-07-31,United States of America,Moderate,94
2022-07-31,Uzbekistan,Good,46
2022-07-31,Vatican,Good,38
2022-07-31,Venezuela,Good,2
2022-07-31,Vietnam,Moderate,99
2022-07-31,Zambia,Moderate,85
2022-08-01,Albania,Good,27
2022-08-01,Algeria,Moderate,65
2022-08-01,Andorra,Good,27
2022-08-01,Angola,Unhealthy for Sensitive Groups,121
2022-08-01,Argentina,Good,36
2022-08-01,Armenia,Good,45
2022-08-01,Australia,Good,39
2022-08-01,Austria,Good,24
2022-08-01,Azerbaijan,Good,50
2022-08-01,Bahrain,Unhealthy,151
2022-08-01,Bangladesh,Unhealthy for Sensitive Groups,141
2022-08-01,Belarus,Good,43
2022-08-01,Belgium,Good,27
2022-08-01,Belize,Good,13
2022-08-01,Bermuda,Good,19
2022-08-01,Bolivia,Moderate,64
2022-08-01,Bosnia and Herzegovina,Moderate,60
2022-08-01,Brazil,Moderate,77
2022-08-01,Brunei,Good,14
2022-08-01,Bulgaria,Good,28
2022-08-01,Burkina Faso,Unhealthy for Sensitive Groups,107
2022-08-01,Cambodia,Good,15
2022-08-01,Canada,Moderate,61
2022-08-01,Cape Verde,Good,47
2022-08-01,Cayman Islands,Good,13
2022-08-01,Central African Republic,Unhealthy for Sensitive Groups,113
2022-08-01,Chad,Moderate,78
2022-08-01,Chile,Unhealthy for Sensitive Groups,109
2022-08-01,China,Unhealthy,156
2022-08-01,Colombia,Moderate,56
2022-08-01,Costa Rica,Good,12
2022-08-01,Croatia,Good,29
2022-08-01,Cyprus,Moderate,66
2022-08-01,Czech Republic,Moderate,66
2022-08-01,Denmark,Good,16
2022-08-01,Dominican Republic,Good,34
2022-08-01,Ecuador,Moderate,51
2022-08-01,Egypt,Moderate,86
2022-08-01,El Salvador,Moderate,60
2022-08-01,Estonia,Good,14
2022-08-01,Ethiopia,Unhealthy for Sensitive Groups,143
2022-08-01,Finland,Good,23
2022-08-01,France,Moderate,51
2022-08-01,French Guiana,Good,12
2022-08-01,Gabon,Unhealthy for Sensitive Groups,101
2022-08-01,Gambia,Good,19
2022-08-01,Georgia,Moderate,57
2022-08-01,Germany,Good,39
2022-08-01,Ghana,Moderate,92
2022-08-01,Gibraltar,Moderate,61
2022-08-01,Greece,Good,47
2022-08-01,Grenada,Moderate,76
2022-08-01,Guadeloupe,Good,32
2022-08-01,Guam,Good,6
2022-08-01,Guatemala,Good,21
2022-08-01,Honduras,Good,6
2022-08-01,Hong Kong,Good,19
2022-08-01,Hungary,Good,46
2022-08-01,Iceland,Good,8
2022-08-01,India,Unhealthy,159
2022-08-01,Indonesia,Moderate,93
2022-08-01,Iran,Unhealthy for Sensitive Groups,126
2022-08-01,Iraq,Unhealthy,161
2022-08-01,Ireland,Good,15
2022-08-01,Israel,Unhealthy for Sensitive Groups,114
2022-08-01,Italy,Moderate,70
2022-08-01,Ivory Coast,Moderate,76
2022-08-01,Japan,Moderate,70
2022-08-01,Jersey,Good,14
2022-08-01,Jordan,Good,23
2022-08-01,Kazakhstan,Moderate,78
2022-08-01,Kenya,Moderate,85
2022-08-01,Kosovo,Good,40
2022-08-01,Kuwait,Unhealthy for Sensitive Groups,145
2022-08-01,Kyrgyzstan,Good,20
2022-08-01,Laos,Good,39
2022-08-01,Latvia,Good,13
2022-08-01,Lebanon,Moderate,76
2022-08-01,Liberia,Good,41
2022-08-01,Liechtenstein,Good,33
2022-08-01,Lithuania,Good,33
2022-08-01,Luxembourg,Good,14
2022-08-01,Macao,Good,25
2022-08-01,Macedonia,Moderate,61
2022-08-01,Madagascar,Good,31
2022-08-01,Malaysia,Moderate,62
2022-08-01,Malta,Good,37
2022-08-01,Martinique,Moderate,70
2022-08-01,Mexico,Moderate,80
2022-08-01,Moldova,Good,20
2022-08-01,Monaco,Good,27
2022-08-01,Mongolia,Moderate,64
2022-08-01,Montenegro,Good,36
2022-08-01,Myanmar,Good,23
2022-08-01,Nepal,Moderate,56
2022-08-01,Netherlands,Good,32
2022-08-01,New Caledonia,Good,23
2022-08-01,New Zealand,Good,28
2022-08-01,Nigeria,Unhealthy for Sensitive Groups,105
2022-08-01,Norway,Good,23
2022-08-01,Pakistan,Moderate,91
2022-08-01,Palestinian Territory,Moderate,92
2022-08-01,Peru,Moderate,78
2022-08-01,Philippines,Moderate,83
2022-08-01,Poland,Moderate,52
2022-08-01,Portugal,Good,34
2022-08-01,Puerto Rico,Good,25
2022-08-01,Qatar,Unhealthy,183
2022-08-01,Reunion,Good,19
2022-08-01,Romania,Moderate,51
2022-08-01,Russia,Unhealthy for Sensitive Groups,109
2022-08-01,San Marino,Good,50
2022-08-01,Senegal,Good,33
2022-08-01,Serbia,Moderate,61
2022-08-01,Singapore,Good,15
2022-08-01,Slovakia,Moderate,60
2022-08-01,Slovenia,Good,37
2022-08-01,South Africa,Moderate,83
2022-08-01,South Korea,Moderate,58
2022-08-01,Spain,Moderate,85
2022-08-01,Sri Lanka,Good,21
2022-08-01,Sudan,Moderate,61
2022-08-01,Sweden,Good,19
2022-08-01,Switzerland,Good,29
2022-08-01,Taiwan,Moderate,67
2022-08-01,Tajikistan,Moderate,64
2022-08-01,Thailand,Moderate,84
2022-08-01,Togo,Moderate,95
2022-08-01,Trinidad and Tobago,Moderate,64
2022-08-01,Turkey,Moderate,93
2022-08-01,Turkmenistan,Good,38
2022-08-01,Uganda,Unhealthy for Sensitive Groups,112
2022-08-01,Ukraine,Moderate,58
2022-08-01,United Arab Emirates,Unhealthy for Sensitive Groups,118
2022-08-01,United Kingdom of Great Britain and Northern Ireland,Good,47
2022-08-01,United States of America,Moderate,79
2022-08-01,Uzbekistan,Good,35
2022-08-01,Vatican,Good,30
2022-08-01,Venezuela,Good,3
2022-08-01,Vietnam,Moderate,99
2022-08-01,Zambia,Unhealthy for Sensitive Groups,102
2022-08-02,Albania,Good,27
2022-08-02,Algeria,Moderate,65
2022-08-02,Andorra,Good,47
2022-08-02,Angola,Unhealthy for Sensitive Groups,112
2022-08-02,Argentina,Good,34
2022-08-02,Armenia,Good,50
2022-08-02,Australia,Good,49
2022-08-02,Austria,Good,18
2022-08-02,Azerbaijan,Moderate,76
2022-08-02,Bahrain,Unhealthy for Sensitive Groups,142
2022-08-02,Bangladesh,Unhealthy for Sensitive Groups,141
2022-08-02,Belarus,Good,31
2022-08-02,Belgium,Good,37
2022-08-02,Belize,Good,34
2022-08-02,Bermuda,Good,10
2022-08-02,Bolivia,Moderate,67
2022-08-02,Bosnia and Herzegovina,Moderate,56
2022-08-02,Brazil,Moderate,78
2022-08-02,Brunei,Good,11
2022-08-02,Bulgaria,Good,27
2022-08-02,Burkina Faso,Moderate,95
2022-08-02,Cambodia,Good,15
2022-08-02,Canada,Good,48
2022-08-02,Cape Verde,Good,36
2022-08-02,Cayman Islands,Moderate,51
2022-08-02,Central African Republic,Unhealthy,175
2022-08-02,Chad,Moderate,76
2022-08-02,Chile,Unhealthy for Sensitive Groups,106
2022-08-02,China,Unhealthy,161
2022-08-02,Colombia,Moderate,64
2022-08-02,Costa Rica,Good,21
2022-08-02,Croatia,Good,26
2022-08-02,Cyprus,Moderate,78
2022-08-02,Czech Republic,Moderate,56
2022-08-02,Denmark,Good,17
2022-08-02,Dominican Republic,Good,25
2022-08-02,Ecuador,Moderate,61
2022-08-02,Egypt,Moderate,86
2022-08-02,El Salvador,Moderate,84
2022-08-02,Estonia,Good,20
2022-08-02,Ethiopia,Unhealthy for Sensitive Groups,117
2022-08-02,Finland,Good,19
2022-08-02,France,Moderate,54
2022-08-02,French Guiana,Good,11
2022-08-02,Gabon,Unhealthy for Sensitive Groups,113
2022-08-02,Gambia,Good,9
2022-08-02,Georgia,Moderate,62
2022-08-02,Germany,Moderate,56
2022-08-02,Ghana,Unhealthy for Sensitive Groups,106
2022-08-02,Gibraltar,Good,30
2022-08-02,Greece,Good,40
2022-08-02,Grenada,Good,23
2022-08-02,Guadeloupe,Good,39
2022-08-02,Guam,Good,1
2022-08-02,Guatemala,Good,28
2022-08-02,Honduras,Good,30
2022-08-02,Hong Kong,Good,44
2022-08-02,Hungary,Good,47
2022-08-02,Iceland,Good,12
2022-08-02,India,Very Unhealthy,287
2022-08-02,Indonesia,Moderate,93
2022-08-02,Iran,Very Unhealthy,210
2022-08-02,Iraq,Unhealthy,181
2022-08-02,Ireland,Good,20
2022-08-02,Israel,Unhealthy for Sensitive Groups,132
2022-08-02,Italy,Moderate,72
2022-08-02,Ivory Coast,Good,46
2022-08-02,Japan,Moderate,72
2022-08-02,Jersey,Good,27
2022-08-02,Jordan,Good,31
2022-08-02,Kazakhstan,Moderate,67
2022-08-02,Kenya,Unhealthy,157
2022-08-02,Kosovo,Good,37
2022-08-02,Kuwait,Unhealthy for Sensitive Groups,123
2022-08-02,Kyrgyzstan,Moderate,51
2022-08-02,Laos,Good,27
2022-08-02,Latvia,Good,20
2022-08-02,Lebanon,Moderate,76
2022-08-02,Liberia,Moderate,60
2022-08-02,Liechtenstein,Good,23
2022-08-02,Lithuania,Good,34
2022-08-02,Luxembourg,Good,22
2022-08-02,Macao,Good,34
2022-08-02,Macedonia,Moderate,52
2022-08-02,Madagascar,Good,22
2022-08-02,Malaysia,Moderate,58
2022-08-02,Malta,Good,28
2022-08-02,Martinique,Moderate,67
2022-08-02,Mexico,Moderate,95
2022-08-02,Moldova,Good,14
2022-08-02,Monaco,Good,30
2022-08-02,Mongolia,Good,49
2022-08-02,Montenegro,Good,41
2022-08-02,Myanmar,Good,20
2022-08-02,Nepal,Good,46
2022-08-02,Netherlands,Good,33
2022-08-02,New Caledonia,Good,4
2022-08-02,New Zealand,Good,24
2022-08-02,Nigeria,Unhealthy for Sensitive Groups,105
2022-08-02,Norway,Good,30
2022-08-02,Pakistan,Moderate,91
2022-08-02,Palestinian Territory,Unhealthy for Sensitive Groups,107
2022-08-02,Peru,Moderate,80
2022-08-02,Philippines,Moderate,83
2022-08-02,Poland,Moderate,72
2022-08-02,Portugal,Good,31
2022-08-02,Puerto Rico,Good,21
2022-08-02,Qatar,Unhealthy,183
2022-08-02,Reunion,Good,18
2022-08-02,Romania,Moderate,63
2022-08-02,Russia,Moderate,96
2022-08-02,San Marino,Moderate,58
2022-08-02,Senegal,Good,33
2022-08-02,Serbia,Moderate,55
2022-08-02,Singapore,Good,41
2022-08-02,Slovakia,Moderate,51
2022-08-02,Slovenia,Good,27
2022-08-02,South Africa,Moderate,83
2022-08-02,South Korea,Moderate,63
2022-08-02,Spain,Moderate,85
2022-08-02,Sri Lanka,Good,20
2022-08-02,Sudan,Moderate,91
2022-08-02,Sweden,Good,20
2022-08-02,Switzerland,Good,38
2022-08-02,Taiwan,Moderate,58
2022-08-02,Tajikistan,Moderate,79
2022-08-02,Thailand,Moderate,74
2022-08-02,Togo,Moderate,87
2022-08-02,Trinidad and Tobago,Good,44
2022-08-02,Turkey,Unhealthy for Sensitive Groups,101
2022-08-02,Turkmenistan,Good,30
2022-08-02,Uganda,Unhealthy for Sensitive Groups,114
2022-08-02,Ukraine,Moderate,62
2022-08-02,United Arab Emirates,Unhealthy for Sensitive Groups,127
2022-08-02,United Kingdom of Great Britain and Northern Ireland,Good,50
2022-08-02,United States of America,Moderate,81
2022-08-02,Uzbekistan,Moderate,90
2022-08-02,Vatican,Moderate,59
2022-08-02,Venezuela,Good,20
2022-08-02,Vietnam,Moderate,90
2022-08-02,Zambia,Good,25
2022-08-03,Albania,Good,21
2022-08-03,Algeria,Moderate,65
2022-08-03,Andorra,Good,43
2022-08-03,Angola,Unhealthy for Sensitive Groups,116
2022-08-03,Argentina,Good,31
2022-08-03,Armenia,Good,50
2022-08-03,Australia,Good,42
2022-08-03,Austria,Good,27
2022-08-03,Azerbaijan,Good,25
2022-08-03,Bahrain,Unhealthy for Sensitive Groups,134
2022-08-03,Bangladesh,Unhealthy for Sensitive Groups,141
2022-08-03,Belarus,Good,40
2022-08-03,Belgium,Good,35
2022-08-03,Belize,Good,35
2022-08-03,Bermuda,Good,15
2022-08-03,Bolivia,Moderate,51
2022-08-03,Bosnia and Herzegovina,Moderate,68
2022-08-03,Brazil,Moderate,82
2022-08-03,Brunei,Good,10
2022-08-03,Bulgaria,Good,27
2022-08-03,Burkina Faso,Moderate,79
2022-08-03,Cambodia,Good,15
2022-08-03,Canada,Moderate,61
2022-08-03,Cape Verde,Good,34
2022-08-03,Cayman Islands,Good,23
2022-08-03,Central African Republic,Unhealthy for Sensitive Groups,111
2022-08-03,Chad,Unhealthy,165
2022-08-03,Chile,Unhealthy for Sensitive Groups,118
2022-08-03,China,Unhealthy,155
2022-08-03,Colombia,Moderate,70
2022-08-03,Costa Rica,Good,14
2022-08-03,Croatia,Good,34
2022-08-03,Cyprus,Moderate,72
2022-08-03,Czech Republic,Moderate,67
2022-08-03,Denmark,Good,13
2022-08-03,Dominican Republic,Good,25
2022-08-03,Ecuador,Moderate,57
2022-08-03,Egypt,Moderate,86
2022-08-03,El Salvador,Moderate,90
2022-08-03,Estonia,Good,21
2022-08-03,Ethiopia,Unhealthy for Sensitive Groups,116
2022-08-03,Finland,Good,26
2022-08-03,France,Moderate,64
2022-08-03,French Guiana,Good,14
2022-08-03,Gabon,Unhealthy,152
2022-08-03,Gambia,Good,2
2022-08-03,Georgia,Moderate,59
2022-08-03,Germany,Moderate,72
2022-08-03,Ghana,Moderate,92
2022-08-03,Gibraltar,Good,36
2022-08-03,Greece,Good,42
2022-08-03,Grenada,Good,7
2022-08-03,Guadeloupe,Good,22
2022-08-03,Guam,Good,2
2022-08-03,Guatemala,Good,33
2022-08-03,Honduras,Good,26
2022-08-03,Hong Kong,Good,29
2022-08-03,Hungary,Moderate,51
2022-08-03,Iceland,Good,11
2022-08-03,India,Very Unhealthy,213
2022-08-03,Indonesia,Moderate,93
2022-08-03,Iran,Unhealthy for Sensitive Groups,138
2022-08-03,Iraq,Unhealthy,178
2022-08-03,Ireland,Good,18
2022-08-03,Israel,Unhealthy for Sensitive Groups,130
2022-08-03,Italy,Moderate,78
2022-08-03,Ivory Coast,Good,38
2022-08-03,Japan,Moderate,73
2022-08-03,Jersey,Good,30
2022-08-03,Jordan,Good,38
2022-08-03,Kazakhstan,Moderate,60
2022-08-03,Kenya,Unhealthy for Sensitive Groups,146
2022-08-03,Kosovo,Good,32
2022-08-03,Kuwait,Unhealthy for Sensitive Groups,106
2022-08-03,Kyrgyzstan,Moderate,53
2022-08-03,Laos,Good,45
2022-08-03,Latvia,Good,15
2022-08-03,Lebanon,Moderate,76
2022-08-03,Liberia,Good,43
2022-08-03,Liechtenstein,Good,9
2022-08-03,Lithuania,Good,22
2022-08-03,Luxembourg,Good,23
2022-08-03,Macao,Moderate,63
2022-08-03,Macedonia,Good,39
2022-08-03,Madagascar,Good,23
2022-08-03,Malaysia,Moderate,53
2022-08-03,Malta,Good,43
2022-08-03,Martinique,Good,43
2022-08-03,Mexico,Moderate,91
2022-08-03,Moldova,Good,12
2022-08-03,Monaco,Good,30
2022-08-03,Mongolia,Good,50
2022-08-03,Montenegro,Good,42
2022-08-03,Myanmar,Good,35
2022-08-03,Nepal,Moderate,58
2022-08-03,Netherlands,Good,38
2022-08-03,New Caledonia,Good,5
2022-08-03,New Zealand,Good,35
2022-08-03,Nigeria,Unhealthy for Sensitive Groups,105
2022-08-03,Norway,Good,38
2022-08-03,Pakistan,Moderate,91
2022-08-03,Palestinian Territory,Unhealthy for Sensitive Groups,107
2022-08-03,Peru,Unhealthy for Sensitive Groups,114
2022-08-03,Philippines,Moderate,83
2022-08-03,Poland,Moderate,59
2022-08-03,Portugal,Good,32
2022-08-03,Puerto Rico,Good,13
2022-08-03,Qatar,Unhealthy,183
2022-08-03,Reunion,Good,17
2022-08-03,Romania,Moderate,58
2022-08-03,Russia,Moderate,99
2022-08-03,San Marino,Moderate,52
2022-08-03,Senegal,Good,33
2022-08-03,Serbia,Moderate,67
2022-08-03,Singapore,Good,15
2022-08-03,Slovakia,Moderate,55
2022-08-03,Slovenia,Good,35
2022-08-03,South Africa,Moderate,83
2022-08-03,South Korea,Moderate,66
2022-08-03,Spain,Moderate,74
2022-08-03,Sri Lanka,Good,22
2022-08-03,Sudan,Moderate,53
2022-08-03,Sweden,Good,30
2022-08-03,Switzerland,Good,47
2022-08-03,Taiwan,Moderate,51
2022-08-03,Tajikistan,Moderate,71
2022-08-03,Thailand,Moderate,88
2022-08-03,Togo,Unhealthy for Sensitive Groups,139
2022-08-03,Trinidad and Tobago,Good,16
2022-08-03,Turkey,Unhealthy for Sensitive Groups,101
2022-08-03,Turkmenistan,Moderate,68
2022-08-03,Uganda,Unhealthy for Sensitive Groups,144
2022-08-03,Ukraine,Moderate,60
2022-08-03,United Arab Emirates,Unhealthy for Sensitive Groups,107
2022-08-03,United Kingdom of Great Britain and Northern Ireland,Good,49
2022-08-03,United States of America,Moderate,72
2022-08-03,Uzbekistan,Moderate,92
2022-08-03,Vatican,Good,42
2022-08-03,Venezuela,Good,3
2022-08-03,Vietnam,Moderate,83
2022-08-03,Zambia,Good,34
2022-08-04,Albania,Good,24
2022-08-04,Algeria,Moderate,65
2022-08-04,Andorra,Good,29
2022-08-04,Angola,Moderate,78
2022-08-04,Argentina,Good,22
2022-08-04,Armenia,Good,45
2022-08-04,Australia,Good,28
2022-08-04,Austria,Good,32
2022-08-04,Azerbaijan,Good,32
2022-08-04,Bahrain,Unhealthy for Sensitive Groups,142
2022-08-04,Bangladesh,Unhealthy for Sensitive Groups,141
2022-08-04,Belarus,Good,49
2022-08-04,Belgium,Good,38
2022-08-04,Belize,Good,37
2022-08-04,Bermuda,Good,36
2022-08-04,Bolivia,Moderate,75
2022-08-04,Bosnia and Herzegovina,Moderate,81
2022-08-04,Brazil,Moderate,85
2022-08-04,Brunei,Good,10
2022-08-04,Bulgaria,Good,29
2022-08-04,Burkina Faso,Very Unhealthy,220
2022-08-04,Cambodia,Good,15
2022-08-04,Canada,Moderate,57
2022-08-04,Cape Verde,Moderate,60
2022-08-04,Cayman Islands,Good,5
2022-08-04,Central African Republic,Unhealthy for Sensitive Groups,118
2022-08-04,Chad,Moderate,89
2022-08-04,Chile,Unhealthy for Sensitive Groups,123
2022-08-04,China,Unhealthy for Sensitive Groups,145
2022-08-04,Colombia,Moderate,65
2022-08-04,Costa Rica,Good,16
2022-08-04,Croatia,Good,28
2022-08-04,Cyprus,Moderate,69
2022-08-04,Czech Republic,Moderate,74
2022-08-04,Denmark,Good,26
2022-08-04,Dominican Republic,Good,34
2022-08-04,Ecuador,Moderate,91
2022-08-04,Egypt,Moderate,86
2022-08-04,El Salvador,Moderate,66
2022-08-04,Estonia,Good,28
2022-08-04,Ethiopia,Unhealthy,159
2022-08-04,Finland,Good,39
2022-08-04,France,Moderate,60
2022-08-04,French Guiana,Good,14
2022-08-04,Gabon,Unhealthy for Sensitive Groups,123
2022-08-04,Gambia,Good,25
2022-08-04,Georgia,Moderate,58
2022-08-04,Germany,Moderate,69
2022-08-04,Ghana,Moderate,85
2022-08-04,Gibraltar,Moderate,55
2022-08-04,Greece,Good,39
2022-08-04,Grenada,Good,22
2022-08-04,Guadeloupe,Good,27
2022-08-04,Guam,Good,1
2022-08-04,Guatemala,Good,37
2022-08-04,Honduras,Good,46
2022-08-04,Hong Kong,Good,25
2022-08-04,Hungary,Good,44
2022-08-04,Iceland,Good,11
2022-08-04,India,Unhealthy,180
2022-08-04,Indonesia,Moderate,93
2022-08-04,Iran,Unhealthy for Sensitive Groups,136
2022-08-04,Iraq,Unhealthy,180
2022-08-04,Ireland,Good,18
2022-08-04,Israel,Moderate,93
2022-08-04,Italy,Moderate,75
2022-08-04,Ivory Coast,Good,25
2022-08-04,Japan,Moderate,60
2022-08-04,Jersey,Good,20
2022-08-04,Jordan,Good,35
2022-08-04,Kazakhstan,Moderate,71
2022-08-04,Kenya,Unhealthy for Sensitive Groups,119
2022-08-04,Kosovo,Good,38
2022-08-04,Kuwait,Unhealthy,151
2022-08-04,Kyrgyzstan,Moderate,54
2022-08-04,Laos,Good,25
2022-08-04,Latvia,Good,17
2022-08-04,Lebanon,Moderate,76
2022-08-04,Liberia,Moderate,69
2022-08-04,Liechtenstein,Good,32
2022-08-04,Lithuania,Good,39
2022-08-04,Luxembourg,Good,31
2022-08-04,Macao,Good,40
2022-08-04,Macedonia,Good,44
2022-08-04,Madagascar,Good,36
2022-08-04,Malaysia,Moderate,56
2022-08-04,Malta,Good,49
2022-08-04,Martinique,Good,48
2022-08-04,Mexico,Unhealthy for Sensitive Groups,101
2022-08-04,Moldova,Good,24
2022-08-04,Monaco,Good,28
2022-08-04,Mongolia,Good,41
2022-08-04,Montenegro,Good,46
2022-08-04,Myanmar,Good,17
2022-08-04,Nepal,Moderate,76
2022-08-04,Netherlands,Good,36
2022-08-04,New Caledonia,Good,23
2022-08-04,New Zealand,Good,27
2022-08-04,Nigeria,Unhealthy for Sensitive Groups,105
2022-08-04,Norway,Good,26
2022-08-04,Pakistan,Moderate,91
2022-08-04,Palestinian Territory,Moderate,66
2022-08-04,Peru,Moderate,84
2022-08-04,Philippines,Moderate,83
2022-08-04,Poland,Moderate,63
2022-08-04,Portugal,Good,26
2022-08-04,Puerto Rico,Good,15
2022-08-04,Qatar,Unhealthy,183
2022-08-04,Reunion,Good,16
2022-08-04,Romania,Moderate,74
2022-08-04,Russia,Unhealthy for Sensitive Groups,132
2022-08-04,San Marino,Moderate,51
2022-08-04,Senegal,Good,33
2022-08-04,Serbia,Moderate,65
2022-08-04,Singapore,Moderate,59
2022-08-04,Slovakia,Moderate,64
2022-08-04,Slovenia,Good,38
2022-08-04,South Africa,Moderate,83
2022-08-04,South Korea,Moderate,58
2022-08-04,Spain,Moderate,78
2022-08-04,Sri Lanka,Good,30
2022-08-04,Sudan,Unhealthy for Sensitive Groups,144
2022-08-04,Sweden,Good,30
2022-08-04,Switzerland,Good,50
2022-08-04,Taiwan,Moderate,53
2022-08-04,Tajikistan,Moderate,74
2022-08-04,Thailand,Moderate,92
